Id,Label,timeset,d0,indegree,outdegree,Degree
Santa Maria De Jetibá,Santa Maria De Jetibá,,0,7,0,7
Police Of Gabon,Police Of Gabon,,0,2,0,2
Trinidad And Tobago Police Service,Trinidad And Tobago Police Service,,0,2,0,2
Pruno,Pruno,,0,2,0,2
Museum Of Modern Art Of Bahia,Museum Of Modern Art Of Bahia,,0,2,0,2
Gnudi,Gnudi,,0,2,0,2
Ukrainian Catholic Archeparchy Of São João Batista Em Curitiba,Ukrainian Catholic Archeparchy Of São João Batista Em Curitiba,,0,2,0,2
Kingdom Of Kartli-Kakheti,Kingdom Of Kartli-Kakheti,,0,2,0,2
Roman Catholic Diocese Of Palmas-Francisco Beltrão,Roman Catholic Diocese Of Palmas-Francisco Beltrão,,0,2,0,2
Conversion To Judaism,Conversion To Judaism,,0,2,0,2
Cachoeira Dos Índios,Cachoeira Dos Índios,,0,2,0,2
Caraguatatuba,Caraguatatuba,,0,2,0,2
Hybrid Martial Arts,Hybrid Martial Arts,,0,4,0,4
Myrtaceae,Myrtaceae,,0,2,0,2
Alex Garcia (Basketball),Alex Garcia (Basketball),,0,2,0,2
Banco Do Brasil,Banco Do Brasil,,0,25,144,169
Workers' General Party,Workers' General Party,,0,4,0,4
Indian Protection Service,Indian Protection Service,,0,3,0,3
Walt Disney,Walt Disney,,0,2,0,2
Penal Labor In The United States,Penal Labor In The United States,,0,4,0,4
46Th Legislature Of The National Congress,46Th Legislature Of The National Congress,,0,6,0,6
Guernésiais,Guernésiais,,0,2,0,2
Richard Parkes Bonington,Richard Parkes Bonington,,0,4,0,4
History Of Israel,History Of Israel,,0,2,0,2
Religion In Russia,Religion In Russia,,0,2,0,2
Joazeiro,Joazeiro,,0,2,0,2
Black Power,Black Power,,0,2,0,2
Old Tupi Language,Old Tupi Language,,0,2,0,2
Battle Of Venta Del Pozo,Battle Of Venta Del Pozo,,0,2,0,2
Frans Krajcberg,Frans Krajcberg,,0,18,0,18
Galician-Portuguese,Galician-Portuguese,,0,2,0,2
Royal Marechaussee,Royal Marechaussee,,0,2,0,2
São Joaquim Do Monte,São Joaquim Do Monte,,0,2,0,2
Unasur,Unasur,,0,4,0,4
"Mesquita, Rio De Janeiro","Mesquita, Rio De Janeiro",,0,7,0,7
First Siege Of Zaragoza,First Siege Of Zaragoza,,0,2,0,2
Tornado Potato,Tornado Potato,,0,2,0,2
Volleyball At The 1992 Summer Olympics,Volleyball At The 1992 Summer Olympics,,0,2,0,2
Yogyakarta Principles,Yogyakarta Principles,,0,2,0,2
Ivoti,Ivoti,,0,6,0,6
Regente Feijó,Regente Feijó,,0,2,0,2
Bom Fim,Bom Fim,,0,2,0,2
Chadian National Gendarmerie,Chadian National Gendarmerie,,0,2,0,2
Discus (Fish),Discus (Fish),,0,2,0,2
Monarchy Of Antigua And Barbuda,Monarchy Of Antigua And Barbuda,,0,2,0,2
"Barbosa, São Paulo","Barbosa, São Paulo",,0,2,0,2
Assemblies Of God,Assemblies Of God,,0,6,0,6
Guaicuruan Languages,Guaicuruan Languages,,0,4,0,4
Saint Kitts And Nevis Defence Force,Saint Kitts And Nevis Defence Force,,0,2,0,2
Affonso Camargo Neto,Affonso Camargo Neto,,0,2,0,2
Tacaratu,Tacaratu,,0,2,0,2
Sanharó,Sanharó,,0,2,0,2
Cocal Dos Alves,Cocal Dos Alves,,0,2,0,2
Pangasi,Pangasi,,0,2,0,2
Peter Bruner,Peter Bruner,,0,2,0,2
Sip Song Chau Tai,Sip Song Chau Tai,,0,2,0,2
Louis Janmot,Louis Janmot,,0,4,0,4
Tourism In Brazil,Tourism In Brazil,,0,174,432,606
Makassar,Makassar,,0,7,0,7
Cajati,Cajati,,0,2,0,2
Weddell Sea,Weddell Sea,,0,2,0,2
"Santarém, Brazil","Santarém, Brazil",,0,6,0,6
Secularism In Israel,Secularism In Israel,,0,2,0,2
New York Post,New York Post,,0,2,0,2
Polish–Soviet War,Polish–Soviet War,,0,2,0,2
Refugee Olympic Team At The Olympics,Refugee Olympic Team At The Olympics,,0,2,0,2
Nova Xavantina,Nova Xavantina,,0,2,0,2
Winnipeg,Winnipeg,,0,2,0,2
Nilo Peçanha,Nilo Peçanha,,0,19,0,19
Grupo Fleury,Grupo Fleury,,0,2,0,2
Tatuí,Tatuí,,0,3,0,3
"Ministry Of Nationality, Immigration And Gender Affairs (Botswana)","Ministry Of Nationality, Immigration And Gender Affairs (Botswana)",,0,2,0,2
Firjan,Firjan,,0,2,0,2
Cape Verde,Cape Verde,,0,19,378,397
Python (Programming Language),Python (Programming Language),,0,2,0,2
Yabutian Languages,Yabutian Languages,,0,2,0,2
Kluski,Kluski,,0,2,0,2
Maria Carolina Of Austria,Maria Carolina Of Austria,,0,2,0,2
Arba'Ah Turim,Arba'Ah Turim,,0,2,0,2
Inverted Yield Curve,Inverted Yield Curve,,0,3,0,3
Vidal Ramos,Vidal Ramos,,0,2,0,2
Olavo Egydio Monteiro De Carvalho,Olavo Egydio Monteiro De Carvalho,,0,16,0,16
Brazil At The Universiade,Brazil At The Universiade,,0,5,0,5
Asian Cuisine,Asian Cuisine,,0,3,0,3
Race And Ethnicity In Belize,Race And Ethnicity In Belize,,0,2,0,2
Tombos,Tombos,,0,4,0,4
Subdivisions Of Barbados,Subdivisions Of Barbados,,0,2,0,2
Bukovina,Bukovina,,0,2,0,2
Cobol,Cobol,,0,2,0,2
Paes Landim,Paes Landim,,0,2,0,2
Roman Catholic Diocese Of Ituiutaba,Roman Catholic Diocese Of Ituiutaba,,0,2,0,2
Princess Paula Of Brazil,Princess Paula Of Brazil,,0,8,0,8
Wet Season,Wet Season,,0,4,0,4
Fiscal And Customs Police,Fiscal And Customs Police,,0,2,0,2
Migration Directorate (Bulgaria),Migration Directorate (Bulgaria),,0,2,0,2
Western Paraná State University,Western Paraná State University,,0,4,0,4
"Barra Bonita, Santa Catarina","Barra Bonita, Santa Catarina",,0,2,0,2
Paranaguá,Paranaguá,,0,10,0,10
Alfredo Ceschiatti,Alfredo Ceschiatti,,0,2,0,2
Zürich,Zürich,,0,2,0,2
Mucajaí,Mucajaí,,0,2,0,2
Estonian War Of Independence,Estonian War Of Independence,,0,2,0,2
Muriaé,Muriaé,,0,4,0,4
Perla-Class Submarine,Perla-Class Submarine,,0,2,0,2
Paulo Herkenhoff,Paulo Herkenhoff,,0,16,0,16
Agência Brasil,Agência Brasil,,0,11,0,11
Ilkhanate,Ilkhanate,,0,2,0,2
Roman Catholic Diocese Of Balsas,Roman Catholic Diocese Of Balsas,,0,2,0,2
Vassouras,Vassouras,,0,7,0,7
Bettina Von Arnim,Bettina Von Arnim,,0,4,0,4
Christian Democracy (Brazil),Christian Democracy (Brazil),,0,13,0,13
Jaguar (Cartoonist),Jaguar (Cartoonist),,0,16,0,16
Sportv,Sportv,,0,4,0,4
Battle Of Ekau,Battle Of Ekau,,0,2,0,2
Tostão,Tostão,,0,17,0,17
Cacá Leão,Cacá Leão,,0,8,0,8
Rhodesia,Rhodesia,,0,2,0,2
"Santo Amaro, Bahia","Santo Amaro, Bahia",,0,4,0,4
Igarapé Do Meio,Igarapé Do Meio,,0,3,0,3
Oi (Telecommunications),Oi (Telecommunications),,0,6,0,6
Portal Da Transparência,Portal Da Transparência,,0,2,0,2
Pound Sterling,Pound Sterling,,0,3,0,3
American Samoa Senate,American Samoa Senate,,0,2,0,2
Wikibooks,Wikibooks,,0,2,0,2
The Times Of Israel,The Times Of Israel,,0,2,0,2
Pantanal,Pantanal,,0,185,0,185
"Social Democratic Party (Brazil, 1945–65)","Social Democratic Party (Brazil, 1945–65)",,0,10,0,10
Scorpène-Class Submarine,Scorpène-Class Submarine,,0,2,0,2
Itapebi,Itapebi,,0,4,0,4
Western Hemisphere,Western Hemisphere,,0,13,0,13
Chevrolet Blazer,Chevrolet Blazer,,0,2,0,2
"Prudente De Morais, Minas Gerais","Prudente De Morais, Minas Gerais",,0,4,0,4
Aquarium,Aquarium,,0,2,0,2
Monte Alegre Do Piauí,Monte Alegre Do Piauí,,0,2,0,2
Miguel Couto,Miguel Couto,,0,14,0,14
Electrolux,Electrolux,,0,5,0,5
Foz Do Iguaçu International Airport,Foz Do Iguaçu International Airport,,0,2,0,2
Nova Fátima,Nova Fátima,,0,4,0,4
Battle Of Laon,Battle Of Laon,,0,2,0,2
Doce River,Doce River,,0,4,0,4
Gres Portela,Gres Portela,,0,2,0,2
Solimões,Solimões,,0,3,0,3
Caridade Do Piauí,Caridade Do Piauí,,0,2,0,2
British-Brazilian Treaty Of 1826,British-Brazilian Treaty Of 1826,,0,2,0,2
"Cruz Alta, Rio Grande Do Sul","Cruz Alta, Rio Grande Do Sul",,0,3,0,3
National Security Agency,National Security Agency,,0,2,0,2
Jiu-Jitsu Federation Of Guanabara,Jiu-Jitsu Federation Of Guanabara,,0,2,0,2
Police Of Eswatini,Police Of Eswatini,,0,2,0,2
Figurehead,Figurehead,,0,2,0,2
"Simões, Piauí","Simões, Piauí",,0,2,0,2
Bruno Gamberini,Bruno Gamberini,,0,2,0,2
Polícia De Segurança Pública,Polícia De Segurança Pública,,0,2,0,2
United Nations Convention Against Torture,United Nations Convention Against Torture,,0,2,0,2
"Triunfo, Paraíba","Triunfo, Paraíba",,0,2,0,2
Infante Carlos Of Spain (1607–1632),Infante Carlos Of Spain (1607–1632),,0,2,0,2
Mozzarella,Mozzarella,,0,4,0,4
"Jaboticaba, Rio Grande Do Sul","Jaboticaba, Rio Grande Do Sul",,0,3,0,3
Evangelical Protestant,Evangelical Protestant,,0,2,0,2
Solar Da União,Solar Da União,,0,2,0,2
1983 Israel Bank Stock Crisis,1983 Israel Bank Stock Crisis,,0,3,0,3
Resurrection Of Jesus,Resurrection Of Jesus,,0,2,0,2
Paulo Eduardo Andrade Ponte,Paulo Eduardo Andrade Ponte,,0,2,0,2
"Estrela, Rio Grande Do Sul","Estrela, Rio Grande Do Sul",,0,3,0,3
Oliver Heaviside,Oliver Heaviside,,0,2,0,2
Economy Of The Dominican Republic,Economy Of The Dominican Republic,,0,2,0,2
Palace,Palace,,0,6,0,6
Sergeant,Sergeant,,0,6,0,6
Orocó,Orocó,,0,2,0,2
State Fiscal Service (Ukraine),State Fiscal Service (Ukraine),,0,2,0,2
Colorado Do Oeste,Colorado Do Oeste,,0,2,0,2
"Santa Rosa, Rio Grande Do Sul","Santa Rosa, Rio Grande Do Sul",,0,4,0,4
Legislative Assembly Of Amazonas,Legislative Assembly Of Amazonas,,0,6,0,6
Mirandópolis,Mirandópolis,,0,2,0,2
Paowaw,Paowaw,,0,2,0,2
Ponte Alta,Ponte Alta,,0,2,0,2
Results Of The 2016 Rio Carnival,Results Of The 2016 Rio Carnival,,0,2,0,2
Brookings Institution,Brookings Institution,,0,2,0,2
Humberto De Alencar Castelo Branco,Humberto De Alencar Castelo Branco,,0,28,0,28
Ponta Grossa,Ponta Grossa,,0,12,0,12
Moroccan Literature,Moroccan Literature,,0,2,0,2
Circus,Circus,,0,4,0,4
Virgem Da Lapa,Virgem Da Lapa,,0,4,0,4
Architect,Architect,,0,3,0,3
Pico Do Monte Negro,Pico Do Monte Negro,,0,2,0,2
Bahalina,Bahalina,,0,2,0,2
Frankfurt,Frankfurt,,0,5,0,5
Kolkata Metropolitan Area,Kolkata Metropolitan Area,,0,3,0,3
1917 Costa Rican Coup D'État,1917 Costa Rican Coup D'État,,0,2,0,2
Emir,Emir,,0,2,0,2
Guarani-Kaiowá,Guarani-Kaiowá,,0,4,0,4
Armistice Of Belgrade,Armistice Of Belgrade,,0,2,0,2
Treaty Of Ried,Treaty Of Ried,,0,2,0,2
Siderurgy,Siderurgy,,0,3,0,3
Rapid Transit In Brazil,Rapid Transit In Brazil,,0,8,0,8
Catholic Church In Equatorial Guinea,Catholic Church In Equatorial Guinea,,0,2,0,2
Shabbat,Shabbat,,0,2,0,2
Dona Francisca,Dona Francisca,,0,3,0,3
La Niña,La Niña,,0,2,0,2
United States Space Command,United States Space Command,,0,2,0,2
Subsistence Agriculture,Subsistence Agriculture,,0,3,0,3
Bira Almeida,Bira Almeida,,0,2,0,2
Port Of Rio De Janeiro,Port Of Rio De Janeiro,,0,4,0,4
Brazil–Lithuania Relations,Brazil–Lithuania Relations,,0,6,0,6
Music Of Paraguay,Music Of Paraguay,,0,2,0,2
Afternoon,Afternoon,,0,2,0,2
"Esperantina, Piauí","Esperantina, Piauí",,0,2,0,2
Bando,Bando,,0,4,0,4
Microregion Of Jalapão,Microregion Of Jalapão,,0,2,0,2
Directorate Of Customs And Excise (Namibia),Directorate Of Customs And Excise (Namibia),,0,2,0,2
German Occupation Of Luxembourg During World War I,German Occupation Of Luxembourg During World War I,,0,2,0,2
Borborema Plateau,Borborema Plateau,,0,3,0,3
Central Northeastern Portuguese,Central Northeastern Portuguese,,0,3,0,3
Ipiranga (District Of São Paulo),Ipiranga (District Of São Paulo),,0,2,0,2
Wealth,Wealth,,0,3,0,3
Patrícia Pillar,Patrícia Pillar,,0,18,0,18
Jelon Vieira,Jelon Vieira,,0,2,0,2
Civil Police Of Amapá State,Civil Police Of Amapá State,,0,8,0,8
Burundian Cuisine,Burundian Cuisine,,0,2,0,2
Nalewka,Nalewka,,0,2,0,2
Greenpeace,Greenpeace,,0,4,0,4
Académie Julian,Académie Julian,,0,3,0,3
Gothic Fiction,Gothic Fiction,,0,4,0,4
Hms Beagle,Hms Beagle,,0,3,0,3
State Of São Paulo,State Of São Paulo,,0,20,0,20
"Imperial, Royal And Noble Ranks","Imperial, Royal And Noble Ranks",,0,2,0,2
Efe,Efe,,0,4,0,4
Videira,Videira,,0,3,0,3
Nostalgia,Nostalgia,,0,4,0,4
Útlendingastofnun,Útlendingastofnun,,0,2,0,2
Aloysio José Leal Penna,Aloysio José Leal Penna,,0,2,0,2
"Morumbi, São Paulo","Morumbi, São Paulo",,0,3,0,3
Brazil Women'S National Rugby League Team,Brazil Women'S National Rugby League Team,,0,5,0,5
Singapore Space And Technology Ltd,Singapore Space And Technology Ltd,,0,2,0,2
Manicoré,Manicoré,,0,3,0,3
Sivuca,Sivuca,,0,16,0,16
War Of The First Coalition,War Of The First Coalition,,0,2,0,2
1948 Arab–Israeli War,1948 Arab–Israeli War,,0,2,0,2
Jewish Emancipation,Jewish Emancipation,,0,2,0,2
Itajobi,Itajobi,,0,2,0,2
Psol,Psol,,0,2,0,2
Rhineland-Palatinate,Rhineland-Palatinate,,0,10,0,10
Itapema,Itapema,,0,3,0,3
Teushen Language,Teushen Language,,0,2,0,2
Kitesurfing,Kitesurfing,,0,2,0,2
Catholic Church In Kosovo,Catholic Church In Kosovo,,0,2,0,2
Hidrovia Tietê-Paraná,Hidrovia Tietê-Paraná,,0,2,0,2
Brazilian Party,Brazilian Party,,0,5,0,5
"Pantheon Of Fatherland And Freedom, Tancredo Neves","Pantheon Of Fatherland And Freedom, Tancredo Neves",,0,2,0,2
Interkosmos,Interkosmos,,0,2,0,2
"Água Boa, Mato Grosso","Água Boa, Mato Grosso",,0,2,0,2
Barra (Neighborhood),Barra (Neighborhood),,0,2,0,2
Édson Ribeiro,Édson Ribeiro,,0,3,0,3
Geodesy,Geodesy,,0,2,0,2
Santana De Cataguases,Santana De Cataguases,,0,4,0,4
São Joaquim Da Barra,São Joaquim Da Barra,,0,4,0,4
Party,Party,,0,3,0,3
São Carlos,São Carlos,,0,12,0,12
Arthur Melo,Arthur Melo,,0,3,0,3
Di Cavalcanti,Di Cavalcanti,,0,2,0,2
Silvério Gomes Pimenta,Silvério Gomes Pimenta,,0,14,0,14
Tahu Sumedang,Tahu Sumedang,,0,2,0,2
Usenet,Usenet,,0,2,0,2
Infanta Maria Ana Vitória Of Portugal,Infanta Maria Ana Vitória Of Portugal,,0,5,0,5
Preprint,Preprint,,0,2,0,2
Slavery In The Ottoman Empire,Slavery In The Ottoman Empire,,0,4,0,4
Asilah,Asilah,,0,6,0,6
Catholic Church In Saint Kitts And Nevis,Catholic Church In Saint Kitts And Nevis,,0,2,0,2
Order Of Saint James Of The Sword,Order Of Saint James Of The Sword,,0,5,0,5
Rio Negro (Amazon),Rio Negro (Amazon),,0,14,35,49
Taurus (Manufacturer),Taurus (Manufacturer),,0,3,0,3
"Porto, Piauí","Porto, Piauí",,0,2,0,2
Bathtub Gin,Bathtub Gin,,0,2,0,2
Nepotism,Nepotism,,0,3,0,3
"Pedro De Araújo Lima, Marquis Of Olinda","Pedro De Araújo Lima, Marquis Of Olinda",,0,15,0,15
Catholic Church In The Gambia,Catholic Church In The Gambia,,0,2,0,2
Costa Verde (Brazil),Costa Verde (Brazil),,0,2,0,2
Le Monde Illustré,Le Monde Illustré,,0,2,0,2
Austrian Space Agency,Austrian Space Agency,,0,2,0,2
Poland,Poland,,0,30,0,30
Sapucaí-Mirim,Sapucaí-Mirim,,0,5,0,5
Battle Of Prenzlau,Battle Of Prenzlau,,0,2,0,2
Piquete,Piquete,,0,2,0,2
Police Service Of Northern Ireland,Police Service Of Northern Ireland,,0,2,0,2
Titles Of Mary,Titles Of Mary,,0,3,0,3
Jurubatiba Sandbank National Park,Jurubatiba Sandbank National Park,,0,2,0,2
São Francisco Do Oeste,São Francisco Do Oeste,,0,2,0,2
Samsung,Samsung,,0,4,0,4
Close-Mid Back Rounded Vowel,Close-Mid Back Rounded Vowel,,0,4,0,4
Brazil National Roller Hockey Team,Brazil National Roller Hockey Team,,0,4,0,4
Danish Language,Danish Language,,0,2,0,2
Turmalina,Turmalina,,0,2,0,2
Racial Democracy,Racial Democracy,,0,6,0,6
Quail,Quail,,0,2,0,2
1966 Brazilian Legislative Election,1966 Brazilian Legislative Election,,0,8,0,8
Italian Renaissance,Italian Renaissance,,0,2,0,2
Baklahorani,Baklahorani,,0,2,0,2
Edward Thornton (Diplomat),Edward Thornton (Diplomat),,0,2,0,2
Torture In Brazil,Torture In Brazil,,0,3,0,3
Tunisian Intelligence Agency,Tunisian Intelligence Agency,,0,2,0,2
Environmental Issues In Brazil,Environmental Issues In Brazil,,0,3,0,3
Fundação Casa Grande,Fundação Casa Grande,,0,16,0,16
Soyuz Tma-8,Soyuz Tma-8,,0,2,0,2
Brazilian Republic Anthem,Brazilian Republic Anthem,,0,2,0,2
Cassoulet,Cassoulet,,0,2,0,2
Nottingham Forest F.C.,Nottingham Forest F.C.,,0,2,0,2
Korean Brazilian,Korean Brazilian,,0,25,0,25
15 Bean Soup,15 Bean Soup,,0,2,0,2
Paleontology,Paleontology,,0,3,0,3
Impersonal Verb,Impersonal Verb,,0,2,0,2
Kate Drumgoold,Kate Drumgoold,,0,2,0,2
Aguardente,Aguardente,,0,2,0,2
João Simões Lopes Neto,João Simões Lopes Neto,,0,2,0,2
Chiaki Mukai,Chiaki Mukai,,0,2,0,2
Crab-Eating Fox,Crab-Eating Fox,,0,2,0,2
Brazilian Space Agency,Brazilian Space Agency,,0,13,295,308
Rice Wine,Rice Wine,,0,2,0,2
Esplanada,Esplanada,,0,4,0,4
International Society For Krishna Consciousness,International Society For Krishna Consciousness,,0,2,0,2
Russo-Japanese War,Russo-Japanese War,,0,2,0,2
Lucas Nogueira Garcez,Lucas Nogueira Garcez,,0,2,0,2
Senate Of Costa Rica,Senate Of Costa Rica,,0,2,0,2
Anti-Tom Novels,Anti-Tom Novels,,0,2,0,2
Olindina,Olindina,,0,4,0,4
Korean Taco,Korean Taco,,0,2,0,2
Basketball At The 1972 Summer Olympics,Basketball At The 1972 Summer Olympics,,0,2,0,2
Marcos Cintra,Marcos Cintra,,0,2,0,2
"Presidente Vargas, Maranhão","Presidente Vargas, Maranhão",,0,8,0,8
Brazilian Intelligence Agency,Brazilian Intelligence Agency,,0,4,0,4
Creative Cities Network,Creative Cities Network,,0,3,0,3
"São Mamede, Paraíba","São Mamede, Paraíba",,0,2,0,2
"Luís Of Portugal, Duke Of Beja","Luís Of Portugal, Duke Of Beja",,0,2,0,2
São Bento Do Trairi,São Bento Do Trairi,,0,2,0,2
Campeonato Goiano,Campeonato Goiano,,0,2,0,2
Abner Teixeira,Abner Teixeira,,0,2,0,2
Catholic Church In England And Wales,Catholic Church In England And Wales,,0,2,0,2
Chamarrita,Chamarrita,,0,5,0,5
Eritrean Cuisine,Eritrean Cuisine,,0,2,0,2
Portuguese Diaspora,Portuguese Diaspora,,0,2,0,2
Pfizer,Pfizer,,0,4,0,4
Brazilian Cruzeiro,Brazilian Cruzeiro,,0,2,0,2
"Indigenous And Tribal Peoples Convention, 1989","Indigenous And Tribal Peoples Convention, 1989",,0,4,0,4
Flores Do Piauí,Flores Do Piauí,,0,2,0,2
Roman Catholic Diocese Of Chapecó,Roman Catholic Diocese Of Chapecó,,0,2,0,2
Nova Santa Rita,Nova Santa Rita,,0,4,0,4
Anarchism In Brazil,Anarchism In Brazil,,0,20,0,20
Trill Consonant,Trill Consonant,,0,2,0,2
Célia Procópio De Araújo Carvalho,Célia Procópio De Araújo Carvalho,,0,16,0,16
Heart Of Palm,Heart Of Palm,,0,3,0,3
Reichsrat (Germany),Reichsrat (Germany),,0,2,0,2
Tancredo Neves,Tancredo Neves,,0,30,0,30
Constituição Brasileira De 1934,Constituição Brasileira De 1934,,0,5,0,5
Legislative Assembly Of The Falkland Islands,Legislative Assembly Of The Falkland Islands,,0,2,0,2
U' Pastizz 'Rtunnar,U' Pastizz 'Rtunnar,,0,2,0,2
Organisation Of Islamic Cooperation,Organisation Of Islamic Cooperation,,0,3,0,3
State Of Brazil,State Of Brazil,,0,14,0,14
Battle Of Saltanovka,Battle Of Saltanovka,,0,2,0,2
Manuel António Pina,Manuel António Pina,,0,4,0,4
Discount Window,Discount Window,,0,2,0,2
Southern Brazil,Southern Brazil,,0,28,0,28
Soviet Of Nationalities,Soviet Of Nationalities,,0,2,0,2
Emmanuel Nassar,Emmanuel Nassar,,0,16,0,16
Neo-Romanticism,Neo-Romanticism,,0,4,0,4
Battle Of Tarutino,Battle Of Tarutino,,0,2,0,2
Global Warming,Global Warming,,0,4,0,4
Til (Novel),Til (Novel),,0,3,0,3
Octávio Frias De Oliveira,Octávio Frias De Oliveira,,0,16,0,16
Greenhouse Gas Emissions,Greenhouse Gas Emissions,,0,5,0,5
Somali Police Force,Somali Police Force,,0,2,0,2
Zimbabwe Revenue Authority,Zimbabwe Revenue Authority,,0,2,0,2
Matevž,Matevž,,0,2,0,2
Saint Expeditus,Saint Expeditus,,0,2,0,2
Martha Vasconcellos,Martha Vasconcellos,,0,2,0,2
Battle Of Valmaseda,Battle Of Valmaseda,,0,2,0,2
Bandeja Paisa,Bandeja Paisa,,0,2,0,2
Western Esotericism,Western Esotericism,,0,2,0,2
Regional Labor Court 17Th Region,Regional Labor Court 17Th Region,,0,2,0,2
Br-475,Br-475,,0,2,0,2
Corvée,Corvée,,0,4,0,4
Brennivín,Brennivín,,0,2,0,2
Baptist Church,Baptist Church,,0,3,0,3
Eastern Orthodox,Eastern Orthodox,,0,6,0,6
Niger River,Niger River,,0,2,0,2
Jakarta,Jakarta,,0,3,0,3
Legislature Of The Virgin Islands,Legislature Of The Virgin Islands,,0,2,0,2
Christian De Portzamparc,Christian De Portzamparc,,0,2,0,2
Brazilian Adventure,Brazilian Adventure,,0,2,0,2
Cochin Jews,Cochin Jews,,0,2,0,2
Capital District (Venezuela),Capital District (Venezuela),,0,2,0,2
Pickert,Pickert,,0,2,0,2
Sapiranga,Sapiranga,,0,6,0,6
2005 Brazilian Firearms And Ammunition Referendum,2005 Brazilian Firearms And Ammunition Referendum,,0,27,0,27
Ministry Of Foreign Affairs Of Poland,Ministry Of Foreign Affairs Of Poland,,0,3,0,3
Pocrane,Pocrane,,0,4,0,4
Mandugwa,Mandugwa,,0,2,0,2
Momo (Food),Momo (Food),,0,2,0,2
Old World,Old World,,0,3,0,3
National Board Of Review,National Board Of Review,,0,2,0,2
Descobrimento National Park,Descobrimento National Park,,0,3,0,3
Estates Of Sint Maarten,Estates Of Sint Maarten,,0,2,0,2
Mercedes-Benz Vario,Mercedes-Benz Vario,,0,2,0,2
Pragmatism,Pragmatism,,0,2,0,2
Jucurutu,Jucurutu,,0,2,0,2
Iso 22395,Iso 22395,,0,2,0,2
José Fragelli,José Fragelli,,0,2,0,2
Caribbean Court Of Justice,Caribbean Court Of Justice,,0,3,0,3
Diesel Engine,Diesel Engine,,0,3,0,3
Streaming Television,Streaming Television,,0,2,0,2
Minduri,Minduri,,0,4,0,4
New Guinea,New Guinea,,0,5,0,5
Alto Paraíso,Alto Paraíso,,0,2,0,2
Rodoanel Mário Covas,Rodoanel Mário Covas,,0,3,0,3
Salumá Language,Salumá Language,,0,6,0,6
Alstom,Alstom,,0,3,0,3
Internal Security Operations Command,Internal Security Operations Command,,0,2,0,2
"Santa Teresinha, Paraíba","Santa Teresinha, Paraíba",,0,2,0,2
Futsal In Brazil,Futsal In Brazil,,0,2,0,2
Estrada Real,Estrada Real,,0,3,0,3
Tania Mariza Kuchenbecker Rösing,Tania Mariza Kuchenbecker Rösing,,0,16,0,16
Misiones,Misiones,,0,2,0,2
Danish Customs Agency,Danish Customs Agency,,0,2,0,2
1980 Bolivian Coup D'État,1980 Bolivian Coup D'État,,0,2,0,2
Lucas Saatkamp,Lucas Saatkamp,,0,3,0,3
Ricardo Brennand Institute,Ricardo Brennand Institute,,0,17,0,17
Capture Of The Brig Brillante,Capture Of The Brig Brillante,,0,2,0,2
Bartholomew Roberts,Bartholomew Roberts,,0,2,0,2
Greater Albania,Greater Albania,,0,2,0,2
Scallop,Scallop,,0,4,0,4
Robson Conceição,Robson Conceição,,0,4,0,4
National Cyber And Crypto Agency,National Cyber And Crypto Agency,,0,2,0,2
Bourbon Restoration In France,Bourbon Restoration In France,,0,2,0,2
Octávio Frias,Octávio Frias,,0,2,0,2
"Tapera, Rio Grande Do Sul","Tapera, Rio Grande Do Sul",,0,3,0,3
Conditum,Conditum,,0,2,0,2
Boran Languages,Boran Languages,,0,2,0,2
Roman Catholic Diocese Of Itumbiara,Roman Catholic Diocese Of Itumbiara,,0,2,0,2
Cry Of Ipiranga,Cry Of Ipiranga,,0,3,0,3
Ordinal Direction,Ordinal Direction,,0,4,0,4
Bubonic Plague,Bubonic Plague,,0,4,0,4
Hilda Hilst,Hilda Hilst,,0,16,0,16
Civil Police Of Paraíba State,Civil Police Of Paraíba State,,0,8,0,8
Pedro Leopoldo,Pedro Leopoldo,,0,9,847,856
Desi Daru,Desi Daru,,0,2,0,2
Global City,Global City,,0,4,0,4
Malting,Malting,,0,2,0,2
Natural Gas,Natural Gas,,0,12,0,12
Geographical Distribution Of German Speakers,Geographical Distribution Of German Speakers,,0,4,0,4
Electronic Keyboard,Electronic Keyboard,,0,2,0,2
Espedito Seleiro,Espedito Seleiro,,0,16,0,16
"Roman Catholic Diocese Of Santarém, Brazil","Roman Catholic Diocese Of Santarém, Brazil",,0,3,0,3
Wallace Willis,Wallace Willis,,0,2,0,2
Federal District Of Brazil (1891–1960),Federal District Of Brazil (1891–1960),,0,7,0,7
Sephardic Jew,Sephardic Jew,,0,7,0,7
Covaxin,Covaxin,,0,2,0,2
Casablanca Group,Casablanca Group,,0,2,0,2
Vicente Cândido,Vicente Cândido,,0,8,0,8
6Th Legislature Of The General Assembly,6Th Legislature Of The General Assembly,,0,6,0,6
As Barbas Do Imperador,As Barbas Do Imperador,,0,5,7,12
Hungarian–Romanian War,Hungarian–Romanian War,,0,2,0,2
Programa Mais Médicos,Programa Mais Médicos,,0,2,0,2
Macro-Warpean Languages,Macro-Warpean Languages,,0,2,0,2
Hudson River School,Hudson River School,,0,4,0,4
Flora (Plants),Flora (Plants),,0,2,0,2
Historical Jewish Population By Country,Historical Jewish Population By Country,,0,2,0,2
Catholic Church In South America,Catholic Church In South America,,0,2,0,2
Assunção Do Piauí,Assunção Do Piauí,,0,2,0,2
